staged_at,source_subcategory,source_city,source_location,source_mode,source_search_query,is_incomplete,is_permanently_closed,dedup_key,title,category,address,complete_address,plus_code,latitude,longitude,phone,website,open_hours,review_rating,review_count,place_id,cid,data_id,status,thumbnail,images,price_range,emails,link
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8bf130f5ee72d:0xcce4576e02ce1cab,Divine Multi Speciality Hospital,,"Parvati Lay Out, Afzalpur Rd, beside Gulbarga High Court, LIG-2, Akkamahadevi Colony, Kalaburagi, Karnataka 585103, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8Q8X+P4,17.316792,76.797852,,http://www.divineglb.com/,"{""Thursday"":[""Open 24 hours""]}",4.700000,0,,,0x3bc8bf130f5ee72d:0xcce4576e02ce1cab,,,null,,,
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8c0d605f837d3:0xd42ec68af32ed800,"ESIC Medical College & Hospital, Gulbarga",,"8VCC+JMX, Gulbarga University, Jnana Ganga, Kalnoor, Kusnur, Karnataka 585106, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VCC+JM,17.321605,76.871737,+918472265548,https://kalaburagi.nic.in/en/public-utility/esic-medical-college/,"{""Thursday"":[""Open 24 hours""]}",4.200000,0,,,0x3bc8c0d605f837d3:0xd42ec68af32ed800,,,null,,,
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8bff3b006e607:0x5245a371b673c333,"Shanta Hospital | Best Multispeciality Hospital for Emergency Care, Advanced Treatment & Critical Care in Kalaburagi",,"Plot # 93/1, beside High court, LIG-2, Akkamahadevi Colony, Kalaburagi, Karnataka 585107, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8Q6X+8V,17.310791,76.799738,+919964605999,http://shantahospital.in/,"{""Thursday"":[""Open 24 hours""]}",4.700000,0,,,0x3bc8bff3b006e607:0x5245a371b673c333,,,null,,,
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8c30d3a913ca5:0x25d94416e0bcf7e1,Arujiva Ayurveda Hospital,,"Survey No. 512 /1A, Srinivas Saradgi, Karnataka 585102, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R7XW8+WX,17.297279,76.967418,+917411298555,https://www.arujiva.com/,"{""Thursday"":[""9 AM–6 PM""]}",4.600000,0,,,0x3bc8c30d3a913ca5:0x25d94416e0bcf7e1,,,null,,,
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8c1635053d2c9:0xfe68864c02e6e0fb,Suvidha Multispeciality Hospital,,"Veerendra Patil GDA Layout 1st left Cross Road 1st Block, opposite snap fit gym, Kalaburagi, Karnataka 585106, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VF7+W8,17.324852,76.863329,+919036901233,,{},4.700000,0,,,0x3bc8c1635053d2c9:0xfe68864c02e6e0fb,,,null,,,
2026-08-20T17:05:51.207Z,Hospital,gulbarga,Gulbarga,area,Hospital in Gulbarga,false,false,0x3bc8bf355e2f5867:0x9bc0be6d9f5515e6,Shree Maternity and Surgical Hospital,,"S P Complex, 90, Biddapur Colony, Kalaburagi, Karnataka 585103, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8R92+QC,17.319447,76.801115,+919448333710,,"{""Thursday"":[""10 AM–1:30 PM"",""6:30–10:30 PM""]}",4.900000,0,,,0x3bc8bf355e2f5867:0x9bc0be6d9f5515e6,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c700252fff43:0xcb087cb8a82d02c7,Medplus Pharmacy,,"Bijapuri complex, Milan chowk, 13-14, Gazipur Main Rd, Chakkar Katta, Maktampura, Kalaburagi, Karnataka 585101, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RQQ+RV,17.339615,76.839652,,https://www.medplusmart.com/pharmacy,"{""Thursday"":[""9:30 AM–11:30 PM""]}",4.200000,0,,,0x3bc8c700252fff43:0xcb087cb8a82d02c7,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c7448bc5793f:0x7b9156db32b7f4d1,Apollo Pharmacy Kirana Bazaar Gulbarga,,"No. 80-310, Kirana Bazaar, Khonialawa, Shah Bazar, Kalaburagi, Karnataka 585101, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RVQ+F2,17.343742,76.837598,+917942813011,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",4.400000,0,,,0x3bc8c7448bc5793f:0x7b9156db32b7f4d1,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c778d64f4ae9:0x25986b63e60bcabf,Apollo Pharmacy Shahabazar Naka Circle Gulbarga,,"Ground Floor, No. 1, Aland Rd, Shah Bazar, Kalaburagi, Karnataka 585101, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RVH+P7,17.344368,76.828246,+917942845971,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",5.000000,0,,,0x3bc8c778d64f4ae9:0x25986b63e60bcabf,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8b90f5b0dd117:0xb73021d3e0ab4d84,davaindia GENERIC PHARMACY,,"No 1/866, Anjum Complex, 3D & 3E, Bus Stand Rd, Godutai Nagar, Kalaburagi, Karnataka 585103, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RF9+XR,17.324940,76.819520,+919902134050,http://godutainagar.davaindia.com/,"{""Thursday"":[""8 AM–11 PM""]}",5.000000,0,,,0x3bc8b90f5b0dd117:0xb73021d3e0ab4d84,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8bf54c10c41c1:0x612d1df312353ba9,Apollo Pharmacy Msk Mill Road Gulbarga,,"Ground Floor, No. 1/866/1/1A, MSK Mill Rd, opp. Preetam Lodge, Vidya Nagar, Kalaburagi, Karnataka 585103, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RG9+7H,17.325626,76.818883,+917942569884,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",4.700000,0,,,0x3bc8bf54c10c41c1:0x612d1df312353ba9,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c7627e3034f9:0xf08e6c83d26d70d7,Genericart Medicine Store | Barey Enterprises Swast Aushadhi Seva | Kalaburagi,,"Shop No 1, Building 7/174 Gunj Road, Muslim Chowk Rd, Mominpura, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RWV+4R,17.345338,76.844512,+919342353148,https://franchise.genericartmedicine.com/genericart-medicine-store-barey-enterprises-genericart-medicine-store-pharmacy-mominpura-kalaburagi-312655,"{""Thursday"":[""9 AM–11 PM""]}",4.900000,0,,,0x3bc8c7627e3034f9:0xf08e6c83d26d70d7,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c7419e6be4c3:0xff69a94818d2a1da,Apollo Pharmacy Mominpura Gulbarga,,"Sultanpuri Towers, S. No. 3 & 4, Muslim Chowk Rd, near Elite Fitness Hub, Chikkad Mohalla, Mominpura, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RWV+9R,17.345981,76.844529,+917942569887,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",5.000000,0,,,0x3bc8c7419e6be4c3:0xff69a94818d2a1da,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c734b495f0c3:0xce42d211a1ea93c6,Apollo Pharmacy Sedam Road Gulbarga,,"Ground Floor, No. 3 & 4, Sedam Rd, opposite Basaveshwara Hospital, Badepur Colony, Kalaburagi, Karnataka 585105, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VG2+XX,17.327399,76.852410,+917942569882,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",3.800000,0,,,0x3bc8c734b495f0c3:0xce42d211a1ea93c6,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c75e0c629d1b:0xe8dc2f3ad0cf1b35,Apollo Pharmacy Aland Main Road Gulbarga,,"Ground Floor, 1 & 2, Aland Rd, Katgarpura, Kalaburagi, Karnataka 585101, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RWF+WJ,17.347296,76.824069,+917942569881,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",3.700000,0,,,0x3bc8c75e0c629d1b:0xe8dc2f3ad0cf1b35,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c7c55614a2f7:0x9fa4f333565ca08f,Apollo Pharmacy Gulbarga Opp Masjid Chowk,,"AS.NO.3294, PID.NO.5-1-513-31B, P.NO.5-362 & 5-363, Dargah Rd, opp. Masjid E Salaheen, Masjid Chowk, Noor Bagh, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RWX+FX,17.346184,76.849992,+917947479538,https://www.apollopharmacy.in/,"{""Thursday"":[""7 AM–11 PM""]}",4.300000,0,,,0x3bc8c7c55614a2f7:0x9fa4f333565ca08f,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8b99390479bed:0x79b2549e636b3b98,HAYAT PHARMACY,,"opp. Madina colony bus stop, MSK Mill Area, Kalaburagi, Karnataka 585103, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8RP5+VX,17.337132,76.809950,+919008004700,,"{""Thursday"":[""9 AM–12 AM""]}",5.000000,0,,,0x3bc8b99390479bed:0x79b2549e636b3b98,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c758ffd927e7:0x11ca85c6e3b91322,SK PHARMACY & MORE,,"Baqhers Circle, 4-601/24/49, Ring Rd, Basaveshwar Nagar, Adarsh Nagar, Kalaburagi, Karnataka 585105, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VQ5+6G,17.338017,76.858837,+918904786869,,"{""Thursday"":[""9:30 AM–11:30 PM""]}",4.400000,0,,,0x3bc8c758ffd927e7:0x11ca85c6e3b91322,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c771e2ff0f0b:0x6de9a62f1e485328,Apollo Pharmacy Kalaburagi Gandhi Nagar,,"2&3, Ground Floor, No. 1, Humnabad Rd, opp. Petrol Pump, Gandhi Nagar, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R9R3V+XH,17.354971,76.843880,+917949290402,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",4.800000,0,,,0x3bc8c771e2ff0f0b:0x6de9a62f1e485328,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8bf5625b3517f:0xf3b2bbbaf8fdf55b,Apollo Pharmacy Jewargi Road,,"Ground Floor, No. 1/892/8/A, New Jewargi Rd, State Bank Colony, Kalaburagi, Karnataka 585102, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8R59+7F,17.308216,76.818658,,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",4.000000,0,,,0x3bc8bf5625b3517f:0xf3b2bbbaf8fdf55b,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c140af9eeb87:0xe2152d909d0ba7ba,Apollo Pharmacy Shahabad Road Gulbarga,,"Ground Floor, Plot No.47/1, Shahbad Rd, Bhajan Colony, Kusnoor, Rajapura, Karnataka 585105, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8V63+86,17.310860,76.853099,+917949290400,https://www.apollopharmacy.in/,"{""Thursday"":[""7 AM–11 PM""]}",4.700000,0,,,0x3bc8c140af9eeb87:0xe2152d909d0ba7ba,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c731cb58043d:0xac64c4952094f0db,Izhaan Medical & General Store,,"Shop 45/48, Ring RoadNagar, Ring Rd, Maheboob Nagar, Khaja Colony, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VW5+5P,17.345493,76.859274,+919686912222,,"{""Thursday"":[""Open 24 hours""]}",4.800000,0,,,0x3bc8c731cb58043d:0xac64c4952094f0db,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8b94015cf67a5:0x3befb4a089863222,Apollo Pharmacy - Aland Check Post Gulbarga,,"Ground Floor, Aland Rd, near KSRTC Bus stand, Vijay Nagar Colony, Kalaburagi, Karnataka 585101, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R9R48+GR,17.356279,76.817123,+918472255224,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",0.000000,0,,,0x3bc8b94015cf67a5:0x3befb4a089863222,,,null,,,
2026-08-20T17:07:09.793Z,Pharmacy,gulbarga,Gulbarga,area,Pharmacy in Gulbarga,false,false,0x3bc8c7841bfd8db5:0x7ab29890e408af24,Apollo Pharmacy Hagarga Road Gulbarga,,"No. 5-993/207D/20/A, Ground Floor Hagarga Road, Mecca Colony, opp. Jupiter Doors, Hagargi, Kalaburagi, Karnataka 585104, India","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",7J9R8VX6+CR,17.348619,76.862119,+917947479543,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,"{""Thursday"":[""7 AM–11 PM""]}",3.600000,0,,,0x3bc8c7841bfd8db5:0x7ab29890e408af24,,,null,,,
